,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35030610020013,461,41.3,6578.3,115.0,164,,,12.0,149.0,,,,,,,,,,,,15.0,147.0,,,,,274,,,5.0,,,,74.0,,59.0,,5.0,13.0,,,,54.0,17.0,15.0,28.0,,,,28.0,,,,181.0,,143.0,,45.0,20.0,,,,129.0,102.0,32.0,40.0,
35030610020014,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030610020015,178,42.8,6470.5,155.0,66,,,8.0,,45.0,,,,,,,,,,,31.0,34.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,
35030610020016,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35030610020101,922,38.5,33546.0,67.7,388,,,,,388.0,,,,,,,,,,,,388.0,,,,,13,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,11.0,,,,,,,8.0,
35030610020102,1122,37.1,44971.2,62.7,479,,,,,479.0,,,,,,,,,,,,479.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020201,590,39.6,64479.7,76.0,193,,,,,193.0,,,,,,,,,,,,193.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020202,785,38.0,68811.5,50.0,258,,,,,258.0,,,,,,,,,,,,258.0,,,,,8,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,22.0,,,,,27.0,,,
35030610020203,611,39.0,79589.3,62.1,200,,,,,200.0,,,,,,,,,,,,200.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020204,561,34.9,50793.3,25.7,182,,,,,,182.0,,,,,,,,,,,182.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35030610020205,839,38.3,69619.9,60.5,290,,,,,290.0,,,,,,,,,,,,290.0,,,,,22,,,,,,,7.0,,,,,,,,,,,,8.0,,,,,,,,7.0,,10.0,,,,,,,,,,8.0,
35030610020206,519,36.7,67022.3,49.0,164,,,,,164.0,,,,,,,,,,,,164.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,
35030610020207,492,32.3,57981.1,19.7,148,,,,,,148.0,,,,,,,,,,,148.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,5.0,,,
35030610020208,554,38.4,59323.5,63.6,176,,,,,,176.0,,,,,,,,,,,176.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35030610020301,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020302,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,9.0,,,
35030610020303,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030610020304,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020401,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,24.0,,,,,,,,
35030610020402,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020403,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020404,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030610020405,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020406,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020501,538,36.1,75091.2,49.0,166,,,,,,166.0,,,,,,,,,,,166.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35030610020502,437,35.7,55941.8,34.9,136,,,,,,136.0,,,,,,,,,,,136.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35030610020601,433,41.4,69963.6,101.8,156,,,,,156.0,,,,,,,,,,,,156.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020701,488,36.9,72576.3,53.3,176,,,,,176.0,,,,,,,,,,,,176.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35030610020901,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,
35030610020902,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020903,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020904,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020905,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020906,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020907,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610020908,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,5.0,,,,
35030610021001,716,35.2,63248.9,37.6,224,,,,,224.0,,,,,,,,,,,,224.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,5.0,,,,
35030610021201,853,30.1,93603.6,13.5,277,,,,,,277.0,,,,,,,,,,,277.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35030610021301,504,37.3,64184.1,51.7,177,,,,,177.0,,,,,,,,,,,,177.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030610021401,872,36.6,72624.7,47.1,284,,,,,284.0,,,,,,,,,,,,284.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,
35030610021402,552,40.8,61334.9,90.1,168,,,,,168.0,,,,,,,,,,,,168.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35030610021601,780,37.0,52447.7,51.9,252,,,,,,252.0,,,,,,,,,,,252.0,,,,,9,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,22.0,,,,,,,6.0,
35030610021701,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022201,780,33.7,66044.5,36.0,285,,,,,285.0,,,,,,,,,,,,285.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35030610022301,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022302,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022303,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022304,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022401,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022402,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022403,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,12.0,,,
35030610022404,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35030610022405,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,5.0,,,,
35030610022501,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
35030610022502,977,35.8,39058.1,49.5,499,,,,,,,,,,,,,499.0,,,,499.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35030610022601,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022602,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022603,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022604,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030610022605,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030620010001,417,48.4,571.4,295.1,153,11.0,30.0,52.0,27.0,11.0,7.0,6.0,,,,,,5.0,,,142.0,,9.0,,,,50,,,10.0,,,,11.0,,5.0,,,,,,,,,,10.0,,,,42.0,,,21.0,32.0,187.0,18.0,12.0,,,224.0,21.0,9.0,43.0,26.0,5.0,57.0,
35030620010002,589,43.6,5602.2,144.9,181,6.0,13.0,50.0,49.0,22.0,17.0,14.0,5.0,,,,,,,10.0,164.0,,,7.0,,,98,,,,,,,22.0,,32.0,,,,,,,5.0,,6.0,18.0,,,,7.0,,,13.0,40.0,,72.0,6.0,12.0,8.0,,,,5.0,,10.0,23.0,
35030620010003,763,43.9,1941.4,166.3,275,21.0,16.0,111.0,46.0,50.0,16.0,6.0,,,,,,,,,231.0,35.0,,9.0,,,102,,,6.0,,,,30.0,,18.0,,,5.0,,,,,,,26.0,,,,14.0,8.0,73.0,13.0,56.0,,47.0,,9.0,6.0,5.0,,,,14.0,17.0,63.0,
35030620010004,879,42.5,10412.6,144.0,270,14.0,22.0,15.0,67.0,110.0,18.0,13.0,,5.0,,,,,,,171.0,82.0,17.0,,,,38,,,6.0,,,,12.0,,,,,,,,,,,,7.0,,,,31.0,,,9.0,17.0,,5.0,,,,,,,5.0,33.0,,14.0,
35030620010005,665,40.4,13267.8,95.4,235,5.0,,28.0,16.0,156.0,18.0,5.0,,,,,,,,,75.0,147.0,13.0,,,,24,,,,,,,7.0,,6.0,,,,,,,,,,5.0,,,,,,,,17.0,,15.0,,,,,,,,,,7.0,
35030620010201,761,36.6,65537.9,50.3,261,,,,,261.0,,,,,,,,,,,,261.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35030620010202,543,40.2,44743.3,80.0,186,,,,,186.0,,,,,,,,,,,,186.0,,,,,20,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,5.0,,,14.0,,,,,5.0,,6.0,
35030620010301,505,33.0,44562.5,28.5,146,,,,,,,146.0,,,,,,,,,,146.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030620010401,672,31.7,50805.5,15.7,195,,,,,,,195.0,,,,,,,,,,195.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,5.0,,,
35030620010501,648,31.0,74012.0,23.4,238,,,,,,,,,,,,238.0,,,,,238.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030620010502,629,29.9,65895.4,17.2,206,,,,,,,,,,,,206.0,,,,,206.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030620010503,692,29.2,65556.9,16.6,227,,,,,,,,,,,,227.0,,,,,227.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,10.0,,,
35030620010801,590,30.9,61776.2,14.8,170,,,,,,,,,170.0,,,,,,,,170.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35030620011001,2,68.0,132.1,0.0,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030620011002,8,33.5,635.2,0.0,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030620011003,4,27.0,449.9,0.0,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030650010001,420,51.2,84.0,382.9,177,13.0,26.0,25.0,27.0,16.0,12.0,50.0,6.0,,,,,,,,177.0,,,,,,22,,,6.0,,,,10.0,,,,,,,,,,,,,,,,27.0,,,13.0,17.0,,,,,,,,,,,,,
35030650010002,431,48.4,234.7,478.3,157,31.0,31.0,25.0,19.0,15.0,8.0,15.0,,,5.0,,,,,,156.0,,,,,,44,,,10.0,,,,17.0,,,,,,,,,,,,,,,,404.0,,16.0,18.0,134.0,5.0,14.0,,,,,,,21.0,7.0,,,
35030650020001,790,36.2,662.0,121.7,118,,6.0,16.0,11.0,12.0,40.0,15.0,,,,,,5.0,,29.0,87.0,,,,6.0,,26,,,5.0,,,,8.0,,,,,,,,,,,,,,18.0,,27.0,,,,19.0,,,60.0,,,,,,349.0,58.0,,,
35030650020002,673,42.2,1022.7,771.4,131,5.0,12.0,27.0,32.0,18.0,17.0,12.0,,,,,,,,,128.0,,,,10.0,,45,,,,,,,9.0,,6.0,,,,,,,,,,8.0,,,,,,,,25.0,,15.0,30.0,5.0,,,91.0,,12.0,48.0,12.0,41.0,
35030650020003,438,75.1,2522.4,9525.0,22,,,,18.0,,,,,,,,,,,,22.0,,,,6.0,,12,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,7.0,,183.0,,,365.0,,6.0,
35030650030001,840,28.8,5622.3,528.6,60,,,,17.0,,,11.0,,,,6.0,,,,,59.0,,,,,,30,,,,,,,10.0,,,,,,,,,,,,8.0,,,,,,,,15.0,72.0,7.0,,,,,,,,17.0,,9.0,
35030650030002,5,60.8,268.7,0.0,2,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
35030650030003,240,34.8,567.3,277.8,54,,8.0,7.0,9.0,10.0,,7.0,,,,,,,,,54.0,,,,,,72,,,,,,,28.0,,12.0,,,,,,,,6.0,,10.0,,,,7.0,,,14.0,106.0,,61.0,,20.0,,,389.0,8.0,47.0,1847.0,,31.0,
35030650030004,455,32.7,426.9,126.5,65,,,18.0,17.0,7.0,,8.0,5.0,,,,,,,,65.0,,,,,,43,,,,,,,9.0,,9.0,,,,14.0,,,,,,,,,,8.0,,,,19.0,,36.0,,,,32.0,,,9.0,,,,
35030650030005,2,44.0,39.7,0.0,1,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,9.0,,,437.0,,,,
35030650030006,2789,20.7,3944.7,0.0,0,,,,,,,,,,,,,,0.0,,,,,,8.0,,70,,,,,,,16.0,,,,,,10.0,13.0,,15.0,,,,,,,10.0,,,,23.0,,52.0,6.0,8.0,5.0,41.0,19.0,,2304.0,,,5.0,
35030650040001,558,43.0,14147.6,175.0,186,,,7.0,123.0,38.0,13.0,,,,,,,,,,117.0,20.0,49.0,,,,11,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,9.0,,,,,,,,,,,,8.0,
35030650040002,550,38.6,24899.4,106.5,159,,,,138.0,9.0,5.0,,,,,,,,,,41.0,,117.0,,,,11,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,
35030650040003,612,27.5,14423.7,466.7,57,,,,19.0,12.0,7.0,6.0,,,,,,,,,57.0,,,,,,27,,,,,,,5.0,,16.0,,,,,,,,,,6.0,,,,,,,,11.0,,54.0,,,,,,,,,,10.0,
35030650040004,631,31.3,30645.1,134.5,106,,,,81.0,9.0,,8.0,,,,,,,,,39.0,,67.0,,,,24,,,,,,,6.0,,10.0,,,,,,,,,5.0,,,,,,,,,16.0,,30.0,,,,,,,,,8.0,,
35030650040005,547,37.6,19985.9,111.5,119,,,8.0,81.0,13.0,9.0,7.0,,,,,,,,5.0,80.0,,34.0,,,,15,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,13.0,,10.0,,,,,,,,,,,
35030650040006,616,37.3,20284.8,142.6,147,,,,112.0,15.0,5.0,,,,,,,5.0,,,79.0,47.0,20.0,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
35030650040007,363,33.8,7253.0,400.0,62,,,5.0,31.0,11.0,5.0,7.0,,,,,,,,,43.0,,18.0,,,,74,,,,,,,20.0,,28.0,,,,,,,6.0,,,8.0,,,,,,,,53.0,,103.0,,,,,5.0,,44.0,10.0,9.0,25.0,
35030650040008,628,37.0,21643.6,128.1,168,,,7.0,143.0,,5.0,5.0,,,,,,,,,53.0,,115.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35030650040009,659,31.1,26658.3,125.0,105,,,21.0,48.0,15.0,5.0,11.0,,,,,,,,,65.0,,38.0,,,,20,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,36.0,,10.0,,,,,,,,,,5.0,
35030650040010,472,32.2,23533.3,217.6,69,,,,30.0,27.0,,6.0,,,,,,,,14.0,53.0,,,,,,28,,,,,,,8.0,,10.0,,,,,,,,,,6.0,,,,,,,,10.0,,17.0,,,,,,,,,,6.0,
35030650040011,355,29.6,12157.0,200.0,41,,,,16.0,,,9.0,,,,,,,,,40.0,,,,,,47,,,,,,,19.0,,10.0,,,,,,,,,,11.0,,,,,,,5.0,31.0,,17.0,,,,,,,,13.0,,20.0,
35030650040012,781,28.3,23990.8,159.1,81,,,,31.0,17.0,14.0,13.0,,,,,,,,,75.0,,,6.0,,,101,,,5.0,,,,25.0,,34.0,,,,,,,10.0,,8.0,11.0,,,,10.0,,,,60.0,,120.0,5.0,,,,6.0,,30.0,5.0,21.0,22.0,
35030650040013,359,32.5,3043.2,229.4,57,,5.0,7.0,13.0,6.0,13.0,9.0,,,,,,,,,56.0,,,,,,58,,,,,,,18.0,,10.0,,,6.0,,,,5.0,,,9.0,,,,,,,,37.0,,20.0,5.0,19.0,16.0,,,40.0,73.0,22.0,,20.0,
35030650040014,691,28.2,30106.7,250.0,81,,,6.0,30.0,23.0,12.0,7.0,,,,,,,,,66.0,,15.0,,,,23,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,7.0,,25.0,,,,,,,,,10.0,,
35030650040015,412,37.2,13218.5,116.3,106,,,6.0,59.0,14.0,6.0,,11.0,,,,,,,10.0,89.0,,,,,,23,,,,,,,9.0,,6.0,,,,,,,,,,,,,,7.0,,,,12.0,,12.0,,,,,,,,,,,
35030650040016,548,30.8,4371.8,100.0,67,,,,22.0,14.0,13.0,5.0,,,,,,,,,66.0,,,,,,26,,,,,,,10.0,,,,,,,,,,,,6.0,,,,7.0,,,,17.0,,,,,,,,,,25.0,,24.0,
35030650040017,627,38.2,20174.7,151.1,173,,,,147.0,21.0,,,,,,,,,,,47.0,92.0,34.0,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,11.0,,,,,60.0,,6.0,,,,
35030650040018,625,29.4,17936.6,156.5,87,,,,41.0,15.0,13.0,12.0,,,,,,,,,62.0,,24.0,,,,171,,,,,,,74.0,,69.0,,,,,,,,,14.0,12.0,,,,,,,,139.0,,234.0,,,,,,,,,34.0,25.0,
35030650040019,496,40.0,11352.7,103.8,147,,,10.0,96.0,25.0,,,,,,,,,,8.0,86.0,,45.0,8.0,,,78,,,,,,,22.0,,8.0,,,5.0,,,,,,6.0,23.0,,,,,,,,36.0,,13.0,,6.0,6.0,,15.0,13.0,,28.0,13.0,36.0,
35030650040020,552,30.2,16622.1,120.0,82,,,,45.0,22.0,,9.0,,,,,,,,,53.0,,26.0,,,,113,,,,,,,27.0,,42.0,,,,,,,,,17.0,20.0,,,,,,,,52.0,,133.0,,,,,,,,,40.0,27.0,
35030650040021,412,33.6,16380.3,78.1,83,,,,39.0,29.0,,5.0,6.0,,,,,,,,44.0,,39.0,,,,22,,,,,,,5.0,,9.0,,,,,,,,,,6.0,,,,,,,,6.0,,14.0,,,,,,,,,,17.0,
35030650040201,417,38.4,64370.8,104.3,160,,,,,,160.0,,,,,,,,,,,160.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35030650040601,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,
35030650050001,710,39.2,12837.7,119.4,191,,14.0,,103.0,32.0,23.0,,9.0,,,,,,,,107.0,,82.0,,,,58,,,,,,,17.0,,15.0,,,,,,,,,,13.0,,,,,,,,44.0,,30.0,,,8.0,,,,6.0,9.0,,18.0,
35030650050002,407,31.7,7391.7,94.6,76,,,,71.0,,,,,,,,,,,,23.0,,52.0,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,16.0,,,,,,,141.0,,,,
35030650050003,576,38.3,17212.6,65.4,172,,,,113.0,44.0,6.0,5.0,,,,,,,,,59.0,,108.0,5.0,,,28,,,,,,,6.0,,,,,,,,,,,,7.0,,,,7.0,,,,8.0,,8.0,,,,,,,,15.0,,9.0,
35030650050004,560,38.9,12149.2,71.1,158,,,,109.0,8.0,23.0,8.0,,,,,,,,,76.0,,74.0,8.0,,,67,,,6.0,,,,16.0,,14.0,,,,,,,5.0,,,15.0,,,,17.0,,,5.0,19.0,,20.0,,,,13.0,,,5.0,12.0,,17.0,
35030650050005,601,35.5,12264.7,82.8,120,,,,82.0,12.0,8.0,6.0,,,,,,,,,72.0,,40.0,8.0,,,76,,,,,,,33.0,,7.0,,,,,,,,,,16.0,,,,8.0,,,,185.0,,10.0,,17.0,,6.0,,,,18.0,,92.0,
35030650050101,427,35.9,42094.0,55.1,172,,,,172.0,,,,,,,,,,,,,172.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030650050102,282,34.5,36802.3,40.0,120,,,,120.0,,,,,,,,,,,,,120.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030650050103,134,27.9,13740.8,10.8,55,,,,55.0,,,,,,,,,,,,,55.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030650050104,318,35.6,33503.7,49.0,122,,,,122.0,,,,,,,,,,,,,122.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35030650050201,789,36.4,53102.1,50.4,278,,,,278.0,,,,,,,,,,,,,278.0,,,,,17,,,,,,,,,6.0,,,,,,,,,,5.0,,,,,,,,,,10.0,,,,,17.0,,,,,5.0,
35030660010001,744,43.6,10118.2,164.6,219,,8.0,67.0,86.0,35.0,17.0,,,,,,,,,,180.0,,38.0,,,,31,,,,,,,5.0,,6.0,,,,,,,,,,11.0,,,,,,,,5.0,,10.0,,,,,,,,,,12.0,
35030660010002,396,38.4,4654.1,57.9,90,,,5.0,,27.0,37.0,14.0,,,,,,,,,45.0,,24.0,21.0,,,345,,,7.0,,,5.0,79.0,,92.0,,,5.0,,,,92.0,8.0,16.0,35.0,,,,15.0,,,15.0,180.0,,200.0,,71.0,12.0,6.0,,,234.0,63.0,32.0,57.0,
35030660010003,402,32.8,1276.1,94.6,62,,,6.0,16.0,7.0,,16.0,,,,,,,,8.0,50.0,,,,,,235,,,,,,,61.0,,38.0,,7.0,6.0,6.0,,,46.0,27.0,12.0,26.0,,,,16.0,,,,174.0,,284.0,72.0,77.0,10.0,12.0,,,391.0,327.0,21.0,75.0,
